id,idno,instrument_name,universe,unit_of_analysis,data_kind,authoring_entity_detail,study_type,study_scope,source
6294,IRQ_2012_IHSES_v01_M,Household Socio-Economic Survey 2012,NA,Household and individuals,Sample survey data [ssd],"Organization for Statistics and Information Technology (COSIT) (Ministry of Planning, Government of Iraq), Kurdistan Regional Statistics Office (KRSO) (Ministry of Planning, Government of Iraq)",Socio-Economic/Monitoring Survey [hh/sems],"The 2012 Iraq Household Socio Economic Survey covered the following topics:
- Household Identification
- Household Roster
- Migration
- Rations
- Housing
- Education
- Health
- Anthropometrics
- Job Search and Past Employment
- Expenditures on Non-food Services and Commodities during the past 30 days
- Expenditures on Non-food Services and Commodities during the past 90 days
- Expenditures on Non-food Services and Commodities during the past 12 days
- Diary of Food and Recurring Non-food Commodities
- Jobs
- Wage Jobs
- Agriculture, Cattle Breeding, Fishing, Fish Farming and Forest Activities
- Household Enterprises not in Agriculture
- Income from Property and Transfers
- Durables Goods
- Loans, Credits and Assistance
- Household Shocks and Coping Strategies
- Time Use
- Access to Justice
- Life Satisfaction
- Food Consumption over the past 7 days",https://catalog.ihsn.org/catalog/6294
7673,IRQ_2012_IHSES_v02_M,Household Socio-Economic Survey 2012,NA,Households and individuals,Sample survey data [ssd],"Organization for Statistics and Information Technology (COSIT) (Ministry of Planning, Government of Iraq), Kurdistan Regional Statistics Office (KRSO) (Ministry of Planning, Government of Iraq)",Socio-Economic/Monitoring Survey [hh/sems],"The survey covered the following topics:
- household identification
- household roster
- migration
- rations
- housing
- education
- health
- anthropometrics
- job search and past employment
- expenditures on non-food services and commodities 
- diary of food and recurring non-food commodities
- jobs
- wage jobs
- agriculture, cattle breeding, fishing, fish farming and forest activities
- household enterprises not in agriculture
- income from property and transfers
- durables goods
- loans, credits and assistance
- household shocks and coping strategies
- time use
- access to justice
- life satisfaction
- food consumption over the past 7 days",https://catalog.ihsn.org/catalog/7673
7781,THA_2013_SES_v01_M,Household Socio-Economic Survey 2013,"The survey covered all private, noninstitution households residing in all provinces, and also in both municipal and non-municipal areas (excluding households of foreign diplomats and other temporary residents).","- Household
- Individual",Sample survey data [ssd],National Statistical Office of Thailand (NSO),Socio-Economic/Monitoring Survey [hh/sems],"The survey covered the following topics:
- Household membership
- Household characteristics
- Expenditure on goods and services
- Expenditure on food, beverages and tobacco
- Income from wages and salaries
- Income from business, industry or profession other than farming
- Income from farm business
- Income from other sources
- Household asset and debt
- Migration and remittance transfers",https://catalog.ihsn.org/catalog/7781
7944,THA_2015_SES_v01_M,Household Socio-Economic Survey 2015,"The survey covered all private, noninstitution households residing in all provinces, and also in both municipal and non-municipal areas including the private households living in the institutional place for example private households living in hospitals. The survey coverage excluded households of foreign diplomats and other temporary residents.","- Household
- Individual",Sample survey data [ssd],National Statistical Office of Thailand (NSO),Socio-Economic/Monitoring Survey [hh/sems],"The survey covered the following topics:
- Household membership
- Household characteristics
- Expenditure on goods and services
- Expenditure on food, beverages and tobacco
- Shopping places where household often buy consumption goods
- Income from wages and salaries
- Income from business, industry or profession other than farming
- Income from farm business
- Income from other sources
- Household asset and debt
- Migration and remittance transfers",https://catalog.ihsn.org/catalog/7944
7945,THA_2017_SES_v01_M,Household Socio-Economic Survey 2017,NA,"- Household
- Individual",Sample survey data [ssd],National Statistical Office of Thailand (NSO) (Government of Thailand),Socio-Economic/Monitoring Survey [hh/sems],"The survey covered the following topics:
- Household membership
- Household characteristics
- Expenditure on goods and services
- Expenditure on food, beverages and tobacco
- Shopping places where household often buy consumption goods
- Income from wages and salaries
- Income from business, industry or profession other than farming
- Income from farm business
- Income from other sources
- Household asset and debt
- Migration and remittance transfers",https://catalog.ihsn.org/catalog/7945
8263,KGZ_2014_HSCSA_v01_M,Household Survey on Corruption and Social Assistance 2014,NA,Respondents aged 16 and older.,Sample survey data [ssd],World Bank,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8263
9840,WBG_2014_ICTH_v01_M,Household Survey on Information and Communications Technology  2014,All Palestinian households and individuals whose usual place of residence in Palestine with focus on persons aged 10 years and over in year 2014.,"- Household.
- Persons 10 years and over .",Sample survey data [ssd],Palestinian Central Bureau of Statistics (Palestinian National Authority),"Sample Frame, Households [sf/hh]",NA,https://catalog.ihsn.org/catalog/9840
9857,WBG_2019_ICTH_v01_M,Household Survey on Information and Communications Technology 2019,All Palestinian households and individuals (10 years and above) whose usual place of residence in 2019 was in the state of Palestine.,"Household, Individual",Sample survey data [ssd],Palestinian Central Bureau of Statistics (State of Palestine),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9857
8064,AFR_2017_RIAS_v01_M,Household and Individual ICT Access and Usage Survey 2017-2018,The data is nationally representative on a household and individual level for individuals 16 years of age or older.,Households and individuals,Sample survey data [ssd],Research ICT Africa,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8064
11088,MDG_2016_HDCT-BL_v01_M,Human Development Cash Transfer Program Impact Evaluation - Baseline Survey 2017,NA,NA,NA,World Bank,NA,NA,https://catalog.ihsn.org/catalog/11088
11087,MDG_2018_HDCT-ML_v01_M,Human Development Cash Transfer Program Impact Evaluation - Midline Household Survey 2018,NA,NA,NA,World Bank,NA,NA,https://catalog.ihsn.org/catalog/11087
9205,KEN_2016_HSN-P2_v01_M,"Hunger Safety Net Programme Survey 2016, Phase 2","- At the household level, the study population consists of all the households in the four HSNP counties (i.e. Mandera, Marsabit, Turkana and Wajir). Within a household, the survey covered all de jure household members (usual residents). 

- At the market level, the survey covered a random sample of businesses in the three main commercial hubs of each county. The aim was to capture information on three main sectors of the local economy:

1.	Retailing - shops that sell retail goods on which a price mark-up is applied;
2.	Services;
3.	Producers - businesses that transform inputs into outputs.

The following categories of businesses were excluded from the listing:

1.	Temporary stalls or mobile sellers located outside permanent kiosks;
2.	Banks;
3.	Education institutions (schools, universities etc.);
4.	Health facilities.

- The livestock trader survey was conducted in the three main livestock markets of each county. To the extent possible, livestock traders have been sampled in order to achieve a balance between those trading large animals, those trading small or medium value animals, those trading only within the HSNP counties and those who also trade outside the HSNP counties.","- Individuals
- Households 
- Businesses",Sample survey data [ssd],Oxford Policy Management Limited,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9205
8430,PER_2017_EVLGBTI_v01_M,I Encuesta Virtual para Personas LGBTI 2017,"El universo de estudio esta definida por personas de 18 y más años de edad, residentes en el territorio peruano que se identifican como parte de la comunidad LGBTI (Lesbianas, Gays, Bisexuales, Trans e Intersex) o que, sin identificarse con dichas categorías, no se adscribe a las definiciones binarias y rígidas de lo masculino y femenino.","La unidad de análisis de la I Encuesta Virtual para Personas LGBTI, está conformada por las personas LGBTI (lesbianas, gays, bisexuales, trans e intersexuales) y aquellas que, sin identificarse con dichas categorías tienen una identidad de género, expresión de género y/o anatomía sexual que no se adscribe a las definiciones binarias y rígidas de lo masculino y lo femenino.",Sample survey data [ssd],"Instituto Nacional de Estadística e Informática (INEI) (Presidencia del Consejo de Ministros (PCM)), Dirección Nacional de Censos y Encuestas (DNCE) (Instituto Nacional de Estadística e Informática (INEI))",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8430
11084,COD_2016_EMAPIE-BL_v01_M,Impact Evaluation - Engaging Men Through Accountable Practice. Baseline Survey 2021,NA,"Households, Individuals",NA,"Julia Vaillant (The World Bank), Estelle Koussoube (The World Bank), Kate Falb (International Rescue Committee)",NA,NA,https://catalog.ihsn.org/catalog/11084
11089,GHA_2021-2022_IDSIE_v01_M,Impact Evaluation - Promoting Infant-Directed Speech in Ghana,NA,Individuals,NA,"Mark Walsh (Stanford University), Seema Jayachandran (Princeton University), Pascaline Dupas (Stanford University)","Sample Frame, Households [sf/hh]",NA,https://catalog.ihsn.org/catalog/11089
11320,COG_2018_PDCEIE-C2BL_v01_M,Impact Evaluation Survey - Skills Development Project for Employability 2018,NA,Individuals,NA,Lea Rouanet (The World Bank),NA,NA,https://catalog.ihsn.org/catalog/11320
11085,COD_2017-2019_NETIE-BL_v01_M,"Impact Evaluation of Narrative Exposure Therapy Project, Baseline Survey, 2017",NA,Individual,NA,"Julia Vaillant (The World Bank), Lea Rouanet (The World Bank)",NA,NA,https://catalog.ihsn.org/catalog/11085
9579,UGA_2017_ILGUIE_v01_M,Impact Evaluation of the Improvement of Land Governance to Increase Productivity of Small-Scale Farmers on Mailo-Land 2017,NA,"- Households
- Individuals",Sample survey data [ssd],"Daniel Ali Ayalew (The World Bank), Klaus Deininger (The World Bank), Thea Hilhorst (The World Bank)",NA,NA,https://catalog.ihsn.org/catalog/9579
7049,BGD_2013_IAPPIE-ML1_v01_M,Impact Evaluation of the Integrated Agricultural Productivity Project 2013,NA,"Household, Individual",Sample survey data [ssd],"Florence Kondylis (DIME, Development Research Group, World Bank), Maria Jones (DIME, Development Research Group, World Bank), Daniel Stein (DIME, Development Research Group, World Bank)",Other Household Survey,"The scope of the Impact Evaluation of the Integrated Agricultural Productivity Project includes:
HOUSEHOLD 
-Household Roster
-Education
-Labor 
-Housing 
-Social Networks 
-Assets, Income and Expenditures 
-Savings and Access to Finance 
-Household Gardens 
-Food Security
-Risk and Ambiguity Aversion 
-Formal Insurance and Negative Shocks 
AGRICULTURE 
-Access to Extension and Other Trainings 
-Farmer Groups 
-Production 
-Labor for Basic Agricultural Activities 
-Irrigation 
-Inputs 
-Technologies 
LIVESTOCK, POULTRY AND FISHERY",https://catalog.ihsn.org/catalog/7049
7050,BGD_2014_IAPPIE-ML2_v01_M,Impact Evaluation of the Integrated Agricultural Productivity Project 2014,NA,"Household, Individual",Sample survey data [ssd],"Florence Kondylis (DIME, Development Research Group, World Bank), Maria Jones (DIME, Development Research Group, World Bank), Daniel Stein (DIME, Development Research Group, World Bank)",Other Household Survey,"The scope of the Impact Evaluation of the Integrated Agricultural Productivity Project includes:
HOUSEHOLD 
-Household Roster
-Education
-Labor 
-Housing 
-Social Networks 
-Assets, Income and Expenditures 
-Savings and Access to Finance 
-Household Gardens 
-Food Security
-Risk and Ambiguity Aversion 
-Formal Insurance and Negative Shocks 
AGRICULTURE 
-Access to Extension and Other Trainings 
-Farmer Groups 
-Production 
-Labor for Basic Agricultural Activities 
-Irrigation 
-Inputs 
-Technologies 
LIVESTOCK, POULTRY AND FISHERY",https://catalog.ihsn.org/catalog/7050
7061,BGD_2015_IAPPIE-EL_v01_M,Impact Evaluation of the Integrated Agricultural Productivity Project 2015,NA,"Household, Individual",Sample survey data [ssd],"Florence Kondylis (DIME, Development Research Group, World Bank), Maria Jones (DIME, Development Research Group, World Bank), Daniel Stein (DIME, Development Research Group, World Bank)",Other Household Survey,"The scope of the Impact Evaluation of the Integrated Agricultural Productivity Project includes:
HOUSEHOLD 
-Household Roster
-Education
-Labor 
-Housing 
-Social Networks 
-Assets, Income and Expenditures 
-Savings and Access to Finance 
-Household Gardens 
-Food Security
-Risk and Ambiguity Aversion 
-Formal Insurance and Negative Shocks 
AGRICULTURE 
-Access to Extension and Other Trainings 
-Farmer Groups 
-Production 
-Labor for Basic Agricultural Activities 
-Irrigation 
-Inputs 
-Technologies 
LIVESTOCK, POULTRY AND FISHERY",https://catalog.ihsn.org/catalog/7061
11072,LSO_2017_CGP-SPRINGS_v01_M_v01_A_OCS,"Impact Evaluation of the Lesotho Child Grants Programme and the Sustainable Poverty Reduction through Income, Nutrition and Access to Government Services Project 2017",NA,Households,Sample survey data [ssd],"Silvio Daidone (Food and Agriculture Organization), Noemi Pace (Food and Agriculture Organization), Ervin Prifti (Food and Agriculture Organization), Spatial Intelligence",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11072
10185,LSO_2019_LARIE_v01_M,Impact Evaluation of the Lesotho Land Administration Reform 2019,NA,"Households, properties/parcels, individuals",Sample survey data [ssd],Daniel Ali (World Bank Group),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10185
6077,IND_2014_ISUSUIE-BL_v01_M,Incentivizing Sanitation Uptake and Sustainable Usage through Micro Health Insurance Impact Evaluation 2014,NA,"- Villages
- Households",Sample survey data [ssd],"Orazio Attansio (Institute of Fiscal Studies, University of London), Britta Augsburg (Institute of Fiscal Studies, University of London)",Other Household Survey [hh/oth],"The scope of the study includes:
- Villages:
population, area, location 
transportation
infrastructure
political economy
community activities
sources of water and sanitation, waste disposal
shocks
prices

- Households: 
general household characteristics/household roster
education
dwelling
individual sanitation behaviour
income generating activities
total household income 
own or family owned business or farm
household sanitation
water
consumption
assets
savings
credit
health care utilization
household economic shocks and risks
insurance

- Men and women:
household decision making
personal hygiene
sanitation preferences and beliefs
health
credit and savings
memberships and political activity
social networks
children
care practices for diarrhoea
health knowledge
anthropometrics",https://catalog.ihsn.org/catalog/6077
9872,ZWE_2014_ICT_v01_M,"Information and Communication Technology Household Survey 2014, Access by Household and Use by Individuals","The survey covered all de jure household members (usual residents), who usually reside at the household and the dwelling in Zimbabwe.","- Households
- Individuals",Sample survey data [ssd],Zimbabwe National Statistics Agency (Government of Zimbabwe),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9872
9247,STP_2017_IOF_v01_M,Inquerito Aos Orcamentos Familiares 2017,NA,"- Individuals
- Households",Sample survey data [ssd],Instituto Nacional de Estatística (Ministry of Planning and Finance),NA,NA,https://catalog.ihsn.org/catalog/9247
9508,AGO_2018_IDR_v01_M_v01_A_PUF,Inquérito Sobre Despesas e Receitas 2018-2019,"O inquérito abrangeu todos os membros do agregado familiar (residentes usuais), todos os membros dos 15-49 anos de idade residentes no agregado familiar e todas as crianças dos 0-14 anos de idade residentes no aagregado familiar.

A amostra terá cobertura nacional, abarcando áreas rurais e urbanas do país.",Household,Sample survey data [ssd],Instituto Nacional de Estatistica (Ministério da Economia e Planeamento),Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/9508
9507,AGO_2018_IDREA_v01_M_v01_A_PUF,"Inquérito Sobre Despesas, Receitas e Emprego 2018 - 2019","O inquérito abrangeu todos os membros do agregado familiar (residentes usuais), todos os membros dos 15-49 anos de idade residentes no agregado familiar e todas as crianças dos 0-14 anos de idade residentes no aagregado familiar.

A amostra terá cobertura nacional, abarcando áreas rurais e urbanas do país.",Household,Sample survey data [ssd],Instituto Nacional de Estatistica (Ministério da Economia e Planeamento),Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/9507
10392,MOZ_2016_IGPPIE_v01_M,"Integrated Growth Poles Project 2016, Impact Evaluation, Baseline Survey",NA,"Households, individuals and plots of land in Angonia, Tsangano, Chiuta and Macanga districts in the Province of Tete of Mozambique.",Sample survey data [ssd],"Francisco Campos (The World Bank), Joao Montalvao (The World Bank), Claire Boxho (The World Bank)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10392
10584,NAM_2021_IRS_v01_M,Intention to Return Survey 2021,NA,Individual,Sample survey data [ssd],"UN Refugee Agency (UNHCR) (UN), Government of the Republic of Namibia",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10584
11100,BRA_2019_ICS_v01_M,"Interiorization Case Study, 2019",Households that relocated internally from one city to another.,Household,Sample survey data [ssd],"REACH, UNHCR",NA,NA,https://catalog.ihsn.org/catalog/11100
10743,SLV_2016_IDP_v01_M,Internal Displacement Profiling 2016,NA,Household and individual.,Sample survey data [ssd],"UN Refugee Agency (UNHCR) (UN), General Directorate of Statistics and Census (DIGESTYC) (Government of El Salvador), Latin American Faculty of Social Sciences (FLACSO), Joint IDP Profiling Service (JIPS)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10743
10656,HND_2018_IDP_v01_M,"Internal Displacement Profiling Survey, 2018",NA,Household and individual.,Sample survey data [ssd],"Comisión Interinstitucional para la Protección de las Personas Desplazadas Internamente por la Violencia, Secretaría de Derechos Humanos",NA,NA,https://catalog.ihsn.org/catalog/10656
7016,KGZ_2013_JSMS_v01_M,Jobs Skills and Migration Survey 2013,NA,Households and Individuals.,Sample survey data [ssd],"GIZ, World Bank",Other Household Survey [hh/oth],"The scope of the study includes:
- education;
- employment;
- migration;
- health expenditure;
- remittances;
- government transfers;
- financial services;
- subjective poverty; 
- housing conditions;
- household expenditure.",https://catalog.ihsn.org/catalog/7016
4913,TJK_2013_JSMS_v01_M,"Jobs, Migration, Skills and Consumption Survey 2013",NA,Households and individuals.,Sample survey data [ssd],"World Bank, German Federal Enterprise for International Cooperation (GIZ)",Other Household Survey [hh/oth],"The scope of the survey includes:
- education;
- migration;
- employment;
- cognitive and non-cognitive skills;
- health expenditures; 
- food and non-food consumption.",https://catalog.ihsn.org/catalog/4913
7047,TJK_2013_JSMS_v01_M_v01_A_PUF,"Jobs, Skills, and Migration Survey 2013",NA,Households and individuals.,Sample survey data [ssd],"World Bank, German Federal Enterprise for International Cooperation (GIZ)",Other Household Survey [hh/oth],"The scope of the survey includes:
- education;
- migration;
- employment;
- cognitive and non-cognitive skills;
- health expenditures; 
- food and non-food consumption.",https://catalog.ihsn.org/catalog/7047
8780,SRB_2017_LGBTI-SILC_v01_M,LGBTI Survey on Income and Living Conditions 2017,NA,NA,Sample survey data [ssd],World Bank,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8780
8916,LAC_2013_LBS_v01_M,Latinobarómetro 2013,NA,"- Hogares
- Individuos",Sample survey data [ssd],Corporación Latinobarómetro,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8916
8917,LAC_2015_LBS_v01_M,Latinobarómetro 2015,NA,"- Hogares
- Individuos",Sample survey data [ssd],Corporación Latinobarómetro,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8917
8918,LAC_2016_LBS_v01_M,Latinobarómetro 2016,NA,"- Hogares
- Individuos",Sample survey data [ssd],Corporación Latinobarómetro,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8918
8919,LAC_2017_LBS_v01_M,Latinobarómetro 2017,NA,"- Hogares
- Individuos",Sample survey data [ssd],Corporación Latinobarómetro,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8919
8920,LAC_2018_LBS_v01_M,Latinobarómetro 2018,"Argentina: Población de 18 años y más del país.

Bolvia: Población de 18 años y más del país.

Brasil: Población de 16 años y más del país (rural y urbana).

Chile: Población de 18 años y más del país.

Colombia: Población de 18 años y más del país.

Costa Rica: Población de 18 años y más del país.

Ecuador: Población de 18 años y más del país.

El Salvador: Población de 18 años y más del país.

Guatemala: Población de 18 años y más del país.

Honduras: Población de 18 años y más del país.

México: Población de 18 años y más del país.
 
Nicaragua: Población de 16 años y más del país.

Panamá: Población de 18 años y más del país.

Paraguay: Población de 18 años y más del país.

Perú: Población de 18 años y más del país.

República Dominicana: Población de 18 años y más del país.

Uruguay: Población de 18 años y más del país.","- Hogares
- Individuos",Sample survey data [ssd],Corporación Latinobarómetro,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8920
7775,ECA_2017_ELPSE_v01_M,Life on the Margins: Survey Results on the Experiences of LGBTI People in Southeastern Europe 2017,NA,NA,Sample survey data [ssd],World Bank,Other Household Survey [hh/oth],"This survey was conducted to better understand the lives of lesbian, gay, bisexual, transgender, and intersex (LGBTI) people in seven countries in Southeastern Europe: five in the Western Balkans - Albania, Bosnia and Herzegovina, Kosovo, FYR Macedonia, and Montenegro; as well as two European Union (EU) member states, Croatia and Slovenia. The research adopted and adapted a 2012 survey of LGBT people carried out by the European Union Agency for Fundamental Rights (FRA) in 27 EU countries plus Croatia (which joined the EU in 2013) (the “FRA survey”). The FRA survey set a benchmark for understanding the lives of LGBT people. In addition to the FRA survey, this current survey also gathered specific information on the lives of intersex people. 

The collective experiences of LGBTI people in the countries surveyed paint a distressing picture of the harmful effects of discrimination, harassment, exclusion, and violence. The findings confirm that generally, most LGBTI people hide their identities for fear of discrimination or worse and have legitimate concerns about their safety, especially in public spaces, but also in their own homes. The survey indicates that the majority of LGBTI people are not involved in LGBTI movements and have limited knowledge of their rights and how to exercise them. Many are on the receiving end of offensive jokes, insults, abusive language, and expressions of hatred. Discrimination in the workplace and in the healthcare and education systems remains common, and incidents of exclusion and harassment are widespread.

This is the largest survey of LGBTI people ever carried out in Southeastern Europe. A total of 2,296 people responded. In a context of widespread stigma, the survey was conducted online to allow the widest number of people to participate privately and confidentially.  Since respondents had to “opt in” to the survey, the data is from self-selected participants and is therefore not a random sample of LGBTI people in the participating countries. It is difficult to obtain a representative sample of LGBTI people, so online surveys are considered the most appropriate method for surveying sexual and gender minorities.  The survey sampling method and recruitment is consistent with previous studies of these populations, including the FRA survey.  The sample was weighted to population targets derived from a meta-analysis, and each country sample was weighted proportionately to the size of its adults’ population.",https://catalog.ihsn.org/catalog/7775
10600,ARG_2017_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2017,NA,Household,Sample survey data [ssd],United Nations High Commissioner for Refugees (UNHCR) (UN),Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/10600
10614,CMR_2017_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2017,NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),NA,NA,https://catalog.ihsn.org/catalog/10614
10176,ZAF_2018_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2018,NA,Household,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),NA,NA,https://catalog.ihsn.org/catalog/10176
10763,ARG_2018_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2018,NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10763
10110,AFG_2019_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2019,NA,Household,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10110
10765,PAN_2019_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2019,NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10765
10178,ZAF_2020_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2020,NA,Household,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10178
10152,MWI_2020_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2020,NA,Household,NA,UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10152
10764,BGD_2020_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2020,NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10764
10700,ZAF_2021_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2021,NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10700
10616,COD_2021_LIS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey 2021,NA,Households,NA,UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10616
9606,ARG_2017_LPMBS_v01_M,Livelihoods Programme Monitoring Beneficiary Survey in 2017,NA,Household,Sample survey data [ssd],United Nations High Commissioner for Refugees (UNHCR),Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/9606
7105,ZMB_2015_LCMS-VII_v01_M,Living Conditions Monitoring Survey VII 2015,NA,"- Households
- Individuals
- Commodities",Sample survey data [ssd],Central Statistical Office (Government of Zambia),Socio-Economic/Monitoring Survey [hh/sems],"The 2015 Zambia Living Conditions Monitoring Survey includes the following topics:
- Household identification particulars
- Household roster
- Marital status and orphan hood
- Health
- Education
- Economic activity
- Income
- Household assets
- Household amenities and housing conditions
- Household access to facilities
- Agricultural production
- Household expenditure
- Remittance
- Developmental issues
- child health and nutrition
- Deaths in the household
- Self-assessed poverty, shocks to household welfare, and household coping strategies",https://catalog.ihsn.org/catalog/7105
7433,WLD_2013_LTIMS_v01_M,Long-Term Impacts of Migration Survey 2013-14,NA,Data are collected at both the individual and household level,Sample survey data [ssd],David McKenzie (World Bank),Other Household Survey,NA,https://catalog.ihsn.org/catalog/7433
11238,MYS_2012_MLS_v01_M_v01_A_OCS,Malaysia Lipid Study 2012-2013,NA,Individuals,Sample survey data [ssd],"Tilakavati Karupaiah (Taylor's University, Malaysia)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11238
6853,THA_2014_MS_v01_M,Migration Survey 2014,NA,Individuals/Households,Sample survey data [ssd],National Statistical Office (Government of Thailand),Other Household Survey [hh/oth],Migration,https://catalog.ihsn.org/catalog/6853
9284,GMB_2019_MIG_v01_M,Migration Survey 2019,NA,"- Households
- Communities",Sample survey data [ssd],The World Bank,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9284
8592,MYS_2020_MIG_v01_M,Migration Survey 2020,All household members 1 year and older,Household/Individual,Sample survey data [ssd],Department of Statistics Malaysia (Government of Malaysia),NA,NA,https://catalog.ihsn.org/catalog/8592
11387,JOR_2021_JAM_v01_M,Mobile Needs Assessment for non-Syrian Refugees 2021,NA,Household,Sample survey data [ssd],"UN Refugee Agency (UNHCR) (UN), World Food Programme (WFP)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11387
10379,ETH_2020_HFPSR_v01_M,Monitoring COVID-19 Impact on Refugees in Ethiopia: High-Frequency Phone Survey of Refugees 2020,NA,Household,Sample survey data [ssd],World Bank-UNHCR Joint Data Center on Forced Displacement (JDC),Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/10379
9723,LBN_2020_MEED-W1-RON_v01_M,"Monitoring of the Effects of Economic Deterioration on Non-Syrian Refugee Households Wave 1, 2020",NA,Household,Sample survey data [ssd],UNHCR,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9723
9725,LBN_2020_MEED-W2-RON_v01_M,"Monitoring of the Effects of Economic Deterioration on Non-Syrian Refugee Households Wave 2, 2020",NA,Household,Sample survey data [ssd],United Nations High Commissioner for Refugees (UNHCR),NA,NA,https://catalog.ihsn.org/catalog/9725
10352,LBN_2020_MEED-W3-RON_v01_M,"Monitoring of the Effects of Economic Deterioration on Refugee Households 2020, Wave 3",NA,Household,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10352
9724,LBN_2020_MEED-W1-SYR_v01_M,"Monitoring of the Effects of Economic Deterioration on Syrian Refugee Households Wave 1, 2020",NA,Household,Sample survey data [ssd],United Nations High Commissioner for Refugees (UNHCR),NA,NA,https://catalog.ihsn.org/catalog/9724
8598,MYS_2017_MMS_v01_M,Monthly Manufacturing Survey 2017,NA,NA,Sample survey data [ssd],"The Department of Statistics, Malaysia (Government of Malaysia)",NA,NA,https://catalog.ihsn.org/catalog/8598
11200,IRQ_2020_MI-Sulaymaniyah_v01_M,Movement Intention Survey 2020,NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11200
11201,IRQ_2021_MI-Erbil_v01_M,Movement Intention Survey 2021,NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),NA,NA,https://catalog.ihsn.org/catalog/11201
11367,IRQ_2015_MCNA_v01_M,Multi Cluster Need Assessment 2015,NA,Household,Event/transaction data [evn],REACH,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11367
