data_kind,study_type,unit_of_analysis,universe,keep,rationale,instrument_type
Sample survey data [ssd],NA,"To better compare student performance internationally, PISA targets a specific age of students. PISA students are aged between 15 years 3 months and 16 years 2 months at the time of the assessment, and have completed at least 6 years of formal schooling. They can be enrolled in any type of institution, participate in full-time or part-time education, in academic or vocational programmes, and attend public or private schools or foreign schools within the country. Using this age across countries and over time allows PISA to compare consistently the knowledge and skills of individuals born in the same year who are still in school at age 15, despite the diversity of their education histories in and outside of school.","To provide valid estimates of student achievement, the sample of students had to be selected using established and professionally recognised principles of scientific sampling in a way that ensured representation of the full target population of 15-year-old students in the participating countries. 
Furthermore, quality standards had to be maintained with respect to (i) the coverage of the PISA international target population, (ii) accuracy and precision, and (iii) the school and student response rates. 

National Project Managers (NPMs) might have found it necessary to reduce their coverage of the target population by excluding, for instance, a small, remote geographical region due to inaccessibility, or a language group, possibly due to political, organisational or operational reasons, or special education needs students. Areas deemed to be part of a country (for the purpose of PISA), but which were not included for sampling, although this occurred infrequently, were designated as non-covered areas. Care was taken in this regard because, when such situations did occur, the national desired target population differed from the international desired target population. In an international survey in education, the types of exclusion must be defined consistently for all participating countries and the exclusion rates have to be limited. Indeed, if a significant proportion of students were excluded, this would mean that survey results would not be representative of the entire national school system. Thus, efforts were made to ensure that exclusions, if they were necessary, were minimised according to the PISA 2015 Technical Standards (see Appendix F of the Technical Report).",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,The universe which the AMPS sample is drawn comprises virtually all South African adults aged 15 years or older throughout urban and rural areas of major metropolitans in South Africa.,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],The units of analysis in the Domestic Tourism Survey are households and individuals,"The target population of the survey consists of all private households and residents in workers' hostels in the nine provinces of South Africa. The survey does not cover other collective living quarters such as students' hostels, old age homes, hospitals, prisons and military barracks.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],The units of anaylsis for the General Household Survey 2015 are individuals and households.,"The target population of the survey consists of all private households in all nine provinces of South Africa and residents in workers’ hostels. The survey does not cover other collective living quarters such as students’ hostels, old-age homes, hospitals, prisons and military barracks, and is therefore
only representative of non-institutionalised and non-military persons or households in South Africa.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"The Gauteng City-Region Observatory's Quality of Life Survey covers all household residents of Gauteng and selected areas of the four neighbouring provinces of Free State, North West, Limpopo and Mpumalanga.",Yes,Household income/expenditure survey,Household income/expenditure survey
Sample survey data [ssd],NA,Stakeholders in South Africa,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],"Households
Individuals",Households with children between 3 and 18 months of age residing in the catchment area of participating community clinics at the time of baseline data collection.,Yes,household health,Household health survey
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,It consists of all the individuals in the age group 15-29 years old and living with their households normally in the State of Palestine  in 2015.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Household,It consists of all Palestinian households who are staying normally in Palestine during 2015.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],La unidad de análisis de la operación estadística Encuesta de Hogares 2015 son los miembros del hogar que residen en viviendas particulares.,La encuesta cubre a todos los miembros del hogar que residen en viviendas particulares.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,"Todas las personas de 12 años y más, que tengan condiciones físicas y mentales aptas para responder la encuesta, que residan habitualmente en viviendas particulares ocupadas (elegibles) y que se encuentren en estas durante el período de levantamiento. Esta población involucra al área urbana de todas las regiones del país, y específicamente pertenece a las principales comunas que acumulan el 85% de la población total nacional. Esto equivale a 118 comunas.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"La unidad de análisis de este estudio describe: viviendas, hogares y personas.",Está conformado por la población civil no institucional residente en las cabeceras municipales del territorio nacional.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,These datasets are the baseline data of the first cohort of the project. The data contain information on 880 individuals who received or not the program.,No,irrelevant topic,
Sample survey data [ssd],NA,Stakeholders in Republic of Congo,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],NA,Individuals,"To estimate the impacts of the school rehabilitation activity, our study uses a school-level, stratified random assignment design. Schools assigned to the treatment group will at minimum receive detailed rehabilitation design assessments, and-where rehabilitation is feasible-treatment schools will receive the program's full set of infrastructure rehabilitation services.",No,Impact evaluation,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"Unit analisis terkecil yang digunakan pada kegiatan ini, adalah rumah tangga","Pendataan Susenas MSBP 2015 dilaksanakan bulan September 2015, mencakup 75.000 rumah tangga sampel dan tersebar di seluruh wilayah di Indonesia menghasilkan estimasi yang dapat disajikan pada tingkat nasional dan provinsi.

Rumah tangga sampel Susenas adalah rumah tangga yang terdapat dalam blok sensus biasa, tidak termasuk yang tinggal dalam blok sensus khusus seperti kompleks militer dan sejenisnya serta rumah tangga khusus yang berada di blok sensus biasa.",Yes,Other household survey,Other household survey
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Households,"The March National Socio-Economic Survey 2015 covers 300,000 households of all the provinces in Indonesia.  
Compared with the National Socio-Economic Survey 2014, provincial coverage increased by 1 (one). The National Socio-Economic Survey 2015 covers the North Kalimantan Province which is a fraction of East Kalimantan Province. As for the district / city coverage, the 2015 SUSENAS covers Penukal Abab Lematang Ilir Regency North and Musi Rawas (South Sumatra), West Coast (Lampung), Pangandaran (West Java), Malacca (East Nusa Tenggara), Hulu Mahakam (East Kalimantan), Sea Banggai and MorowaliNorth (Central Sulawesi), Konawe Islands and East Kolaka (Sulawesi Tenggara), Central Mamuju (West Sulawesi), Taliabu Island (Maluku), South Manokwari and Arfak Mountains (West Papua).",Yes,Other household survey,Other household survey
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],The unit of analysis used in this activity are household.,The National Socio-Economic Survey 2015 September (Module) only includes common households.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Refugee household and individual,NA,No,limited sample,
Sample survey data [ssd],NA,Stakeholders in Solomon Islands,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],NA,Refugee household and individual,NA,No,limited sample,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"All refugee households residing in Kakuma refugee camp, Kenya.

UNHCR PPG: 1KENB",No,UNHCR survey,
Sample survey data [ssd],NA,"The units of analysis are establishments or workplaces - a single location at which one or more employees work. The larger legal entity may include multiple establishments. The firms on the list will have been randomly chosen, with probability proportional to the number of employees in the firm.","The universe of the study are non-government businesses registered with Kosovo Agency of Statistics (ASK) from 2015, and a complementary frame of Serb enterprises in Northern Kosovo which was obtained independently. Firms with at least five employees were selected from the following sectors: Manufacturing, Trade and Other Services.",No,enterprise survey,
Sample survey data [ssd],NA,Stakeholders in Sri Lanka,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Adolescent girls - caregivers,NA,NA,,
Sample survey data [ssd],NA,Manufacturing Industries,The survey covers 259 industries in the manufacturing sector (based on the Malaysia Standard Industrial Classification (2008).,No,enterprise survey,
Sample survey data [ssd],Other Household Survey [hh/oth],"Integrantes de los hogares que habitan en las viviendas particulares localizadas en el territorio nacional, de 18 a 70 años, seleccionados para responder sobre los temas que se abordan a partir de la tercera sección del cuestionario de la encuesta.","La encuesta está dirigida a la población de 18 a 70 años de edad, que reside permanentemente en viviendas particulares dentro del territorio nacional.",NA,,
Sample survey data [ssd],Other Household Survey,Households and individual household members,"The universe for the survey consists of smallholder households defined as households with the following criteria: 
1) Household with up to 5 hectares OR farmers who have less than 50 heads of cattle, 100 goats/sheep/pigs, or 1,000 chickens; AND 
2) Agriculture provides a meaningful contribution to the household livelihood, income, or consumption.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,all refugee households living in the camp,No,limited sample,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,The universe for Household Integrated Income and Consumption Survey (HIICS) 2015-16 consists of all urban and rural areas of the four provinces of Pakistan excluding Federally Administered Tribal Areas (FATA) and military restricted areas. The population of excluded areas constitutes about 2% of the total population.,Yes,Household income/expenditure survey,Household income/expenditure survey
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"La encuesta tiene las siguientes unidades de análisis: Hogares e Individuos

La unidad de análisis está constituida por:

-  Los integrantes del hogar familiar.

-  Los trabajadores del hogar con cama adentro, reciban o no pago por sus servicios.

-  Los integrantes de una pensión familiar que tienen como máximo 9 pensionistas.

-  Las personas que no son miembros del hogar familiar, pero que estuvieron presentes en el hogar los últimos 30 días.

No serán investigados:

-  Los integrantes de una pensión familiar que tiene de 10 a más pensionistas.

-  Los trabajadores del hogar con cama afuera.","La población de estudio está definida como el conjunto de todas las viviendas particulares y sus ocupantes residentes en el área urbana y rural del país.

Por no ser parte de la población de estudio, se excluyó a los miembros de las fuerzas armadas que viven en cuarteles, campamentos, barcos, y otros. También se excluye a las personas que residen en viviendas colectivas (hoteles, hospitales, asilos y claustros religiosos, cárceles, etc.).",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"- Mujeres de 18 años y más de edad, (Violencia familiar, económica y sexual)

- Varones y mujeres de 18 años y más de edad (Tolerancia social a la violencia familiar)

- Niñas y niños de 9 a 11 años de edad, (Violencia psicológica y física en el entorno familiar y escolar)

- Adolescentes de 12 a 17 años de edad (Violencia psicológica, física y sexual en el entorno familiar y escolar)","- Viviendas particulares y sus ocupantes residentes del área urbana y rural del país. Se excluye a la población que reside en viviendas colectivas. 

El marco básico para la selección de la muestra de la encuesta está constituido por la información estadística y documentos cartográficos del Censo de Población y Vivienda del año 2007 con actualización del Sistema de      Focalización de Hogares 2012- 2013.

- Instituciones educativas y sus alumnos de primaria de 9 a 11 años y alumnos de secundaria de 12 a 17 años de edad del área urbana y rural. El marco básico para la selección de la muestra de la encuesta está constituido del Padrón de Instituciones Educativas proporcionados por la unidad de Estadística Educativa del Ministerio de Educación.",Yes,household health,Household health survey
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"En la Encuesta Nacional de Programas Estratégicos (ENAPRES), las unidades de investigación estadística son las siguientes: 

-  Vivienda particular

-  Hogar

-  Todas las personas residentes habituales del hogar

No serán investigados: 

-   Los integrantes de una pensión que tienen de 10 a más pensionistas 

-   Los trabajadores del hogar con cama afuera","Comprende las viviendas particulares y sus ocupantes residentes habituales del área urbana y área rural del país. No forman parte del estudio las personas que residen en viviendas colectivas (hospitales, hoteles, asilos, claustros religiosos, cuarteles, cárceles, etc.).",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],The units of analysis are the individual respondents and households. A household roster is undertaken at the start of the survey and the individual respondent is randomly selected among all household members aged 15 to 64 included. The random selection process was designed by the STEP team and compliance with the procedure is carefully monitored during fieldwork.,"The target population is defined as all non-institutionalized persons aged 15 to 64 (inclusive) living in private dwellings in the urban areas of the country at the time of the data collection. This includes all residents, except foreign diplomats and non-nationals working for international organizations.",Yes,STEP Surveys have sex-disaggregated data,LFS
Sample survey data [ssd],Other Household Survey [hh/oth],Household,"All study participants were 4Ps beneficiaries, who are required to attend Family Development Sessions (FDS) that included a module on sanitation promotion.",Yes,Household health,Household health survey
Sample survey data [ssd],NA,Stakeholders of the World Bank Group in São Tomé and Príncipe,NA,No,Relevant only to World Bank,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,NA,NA,,
Sample survey data [ssd],NA,"The units of analysis are establishments or workplaces - a single location at which one or more employees work. The larger legal entity may include multiple establishments. The firms on the list will have been randomly chosen, with probability proportional to the number of employees in the firm.","The universe of the study are non-government businesses registered with Serbian Business Register Agency from 2013, with at least five employees from the following sectors: Manufacturing, Trade and Other Services.",No,enterprise survey,
Sample survey data [ssd],NA,Households,"The target populations for this profiling exercise were IDPs from Somaliland, IDPs from South-Central Somalia, economic migrants, host communities, and refugees and asylum-seekers. IDPs from Somaliland (also referred as “SL IDPs”) were defined as persons originally from Somaliland, who had been displaced to Hargeisa from another location in Somaliland, mainly as result of conflict, insecurity or disaster (floods and drought). IDPs from South–Central Somalia (also referred as “SC IDPs”) were defined as persons originating from Somalia (South-Central) who were displaced and found refuge in Somaliland mainly as a result of armed conflict, insecurity or disaster. During the profiling exercise, a second group of IDPs from South-Central Somalia was identified: out-of- settlement South-Central IDPs (also referred as “OoS SC IDPs”), who lived outside of the targeted settlements.",No,irrelevant topic,
Sample survey data [ssd],NA,Stakeholders in Sudan,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],#NAME?,"The survey covered all private, noninstitution households residing in all provinces, and also in both municipal and non-municipal areas including the private households living in the institutional place for example private households living in hospitals. The survey coverage excluded households of foreign diplomats and other temporary residents.",NA,,
Sample survey data [ssd],NA,Stakeholders in Tunisia,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],"La encuesta tiene las siguientes unidades de análisis: Hogares e Individuos.

Quedan excluidos tanto las viviendas como los hogares colectivos (hoteles, conventos, cuarteles, hospitales). No obstante lo anterior, sí se incluyen las familias que formando un grupo independiente, residen en estos establecimientos, como puede ser el caso de los encargados, caseros, porteros, etc","Residentes en viviendas particulares o colectivas que constituyen uno o más hogares particulares en todo el territorio nacional. Quedan excluidos los miembros de hogares colectivos o residentes particulares en hogares colectivos como hospitales, conventos, casas cuna, hogares de larga estadía (casas de salud), prisiones, residencias extraterritoriales (embajadas y consulados), cuarteles, hoteles y pensiones.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,"Mujeres y varones uruguayos entre 15 y 44 años de edad, residentes en hogares particulares en localidades urbanas de todo el territorio nacional.",NA,,
Sample survey data [ssd],Socio-Economic/Monitoring Survey,"1. Module 1- Facility Questionnaire: facilities
2. Module 2- Health worker interviews: doctors (district hospitals) or health staff (commune health stations)
3. Module 3- Clinical vignettes: doctors or assistant doctors
4. Module 4- Clinical observations: interactions of doctors and patients
5. Module 5- Exit patient interviews: inpatients/outpatients","6 provinces: Dien Bien, Hanoi, Binh Dinh, Dak Lak, Dong Nai, Dong Thap",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey,KNOMAD-ILO Migration Costs Surveys (KNOMAD-ILO MCS) have the following unit of analysis: individuals,"Surveys of migrants from the following corridors are included:

• Ethiopia to Saudi Arabia
• India to Qatar
• Nepal to Qatar
• Pakistan to Saudi Arabia and United Arab Emirates
• Philippines to Qatar
• Vietnam to Malaysia
• Guatemala, Honduras and El-Salvador to Mexico",No,irrelevant topic,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],#NAME?,NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Individuals,The survey covered all usual household residents age 16 and above in Zambia.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"All refugee households residing in Gozamir and Belom refugee camps, Chad. UNHCR PPG: 1TCDA, 1TCDB",No,UNHCR survey,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"Unit analisis terkecil yang digunakan pada kegiatan ini adalah rumah tangga biasa, tidak termasuk rumah tangga khusus.","1. Total jumlah rumah tangga sampel Susenas 2015 adalah 300.000 rumah tangga untuk estimasi kabupaten/kota pada bulan Maret dan 75.000 rumah tangga untuk estimasi provinsi pada bulan September.

2. Tidak dibedakan menurut desa/kota",Yes,Other household survey,
Sample survey data [ssd],NA,Stakeholders in Zambia,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,Refugees aged 16 years old or over at the time of interview who arrived in the U.S. during FY 2011-2015,No,irrelevant topic,
Sample survey data [ssd],Household Survey [hh],Households and individuals,"The survey covers all de jure household members (usual residents) of households in the nine provinces of South Africa, and residents in workers' hostels. The survey does not cover collective living quarters such as student hostels, old age homes, hospitals, prisons, and military barracks.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Households and individuals,The survey enumerated residents in the 10 communities aged 18+,NA,,
Sample survey data [ssd],NA,Households and individuals,"The target population of the survey consists of all private households in all nine provinces of South Africa and residents in workers' hostels. The survey does not cover other collective living quarters such as students' hostels, old-age homes, hospitals, prisons and military barracks, and is therefore only representative of non-institutionalized and non-military persons or households in South Africa.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Les unités d'analyse sont les Ménages ordinaires et les communautés.,L'enquête porte sur les ménages ordinaires y compris les communautés.,NA,,
Sample survey data [ssd],Other Household Survey,Households and individual household members,"The universe for the survey consists of smallholder households defined as households with the following criteria: 1) Household with up to 5 hectares OR farmers who have less than 50 heads of cattle, 100 goats/sheep/pigs, or 1,000 chickens; AND 2) Agriculture provides a meaningful contribution to the household livelihood, income, or consumption.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Slum household,NA,No,limited sample,
Sample survey data [ssd],Other Household Survey [hh/oth],"La unidad de análisis es la mujer de 15 años o más, y que reside habitualmente la vivienda particular dentro del territorio nacional.","La investigación está dirigida al conjunto de hogares establecidos en viviendas particulares ocupadas de los 9 departamentos de Bolivia, área urbana y rural, donde residen mujeres de 15 años o más de edad.

Se excluye de la investigación a la población residente en viviendas colectivas tales como hospitales, hoteles, cárceles, recintos militares, hogares de ancianos, unidades educativas, etc.",Yes,Other household survey,Other household survey
Sample survey data [ssd],NA,"The units of analysis are establishments or workplaces - a single location at which one or more employees work. The larger legal entity may include multiple establishments. The firms on the list will have been randomly chosen, with probability proportional to the number of employees in the firm.","The universe of the study are non-government businesses registered with TEC, a private firm, from 2014. Firms with at least five employees were selected from the following sectors: Manufacturing, Trade and Other Services.",No,enterprise survey,
Sample survey data [ssd],NA,Stakeholders of the World Bank Group in Burkina Faso.,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society in Burkina Faso",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"All Malian refugee households residing in Burkina Faso. 

UNHCR PPG: 1BFAA, 1BFAB",No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],"The ECCD describes children and caregivers, households and villages.",Households with at least one child of age 2 - 4 at baseline.,No,Impact evaluation,
Sample survey data [ssd],NA,Stakeholders of the World Bank Group in Cameroon.,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society in Cameroon.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"All Central African refugee households residing in the 5 subsistence zones under study within Cameroon's Adamanou, Eastern and Northern regions.

UNHCR PPG: 1CMRB",No,UNHCR survey,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,Refugees living outside of camps,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,All refugees in Minawao refugee camp,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual and Household,Refugees living outside of camps,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual and Household,All refugees in Minawao refugee camp,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual,"All Central African refugee households residing in the 5 subsistence zones under study within Cameroon's Adamanou, Eastern and Northern regions.",No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,Las personas de 15 o más años que componen los hogares que habitan las viviendas particulares ocupadas.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"En la Encuesta de Convivencia y Seguridad Ciudadana, las unidades de análisis son: Las viviendas, los hogares y todas las personas mayores de 14 años.",El universo de la ECSC está compuesto por los hogares particulares y la población civil no institucional residente habitual en las cabeceras municipales de los dominios de la encuesta.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Firm,NA,No,enterprise survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Household and individual.,NA,NA,,
Sample survey data [ssd],NA,Individual & Organization,NA,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Poor rural households,NA,NA,,
Sample survey data [ssd],NA,Individuals (Public employees) & Firms (Vendors),"Public Employees Survey
The study population consists of public employees of the government of Honduras at the technical level and above working at the three target institutions: the Secretariats of Health (SESAL), of Education (SEDUC), and of Infrastructure and Public Works (INSEP)

Vendor Survey
Vendors registered to sell goods and services to the government through the Regulatory Office of Contracting and Acquisitions (ONCAE)",No,irrelevant topic,
Sample survey data [ssd],NA,Administrative units (Procurement Service Units or PSUs),The survey covered employees of PSUs and corresponding SKPDs (spending units) that are involved with the procurement process. Employees that have other roles at these institutions were not interviewed. Respondents are aged between 18-59 years and are 80% male.,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey,"Individuals, households",Low-income Jordanians and Syrian refugees,No,irrelevant topic,
Sample survey data [ssd],NA,"The units of analysis are establishments or workplaces - a single location at which one or more employees work. The larger legal entity may include multiple establishments. The firms on the list will have been randomly chosen, with probability proportional to the number of employees in the firm.","The universe of the study are non-government businesses registered with the Kenya National Bureau of Statistics (KNBS), from 2016. Firms with at least five employees were selected from the following sectors: Manufacturing, Trade and Other Services.",No,enterprise survey,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,Citizens of Kenya who are 18 years or older,NA,,
Sample survey data [ssd],NA,Stakeholders of the World Bank Group in Kosovo,NA,No,Relevant only to World Bank,
Sample survey data [ssd],NA,Stakeholders of the World Bank Group in Malawi.,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Other Household Survey [hh/oth],"La encuesta está diseñada para recoger información de las siguientes unidades de análisis:

-  Vivienda

-  Hogar principal

-  Población de 18 años y más.","La encuesta está dirigida a la población de 18 años cumplidos o más, en ciudades urbanas de 100,000 habitantes y más residentes en viviendas particulares dentro del territorio nacional.",NA,,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Household and household members,"Households (defined as a group of persons who usually live and eat together)
- Household members (defined as members of the household who usually live in the household, which may include people who did not sleep in the household the previous night, but does not include visitors who slept in the household the previous night but do not usually live in the household)",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"Households, individuals and plots of land in Angonia, Tsangano, Chiuta and Macanga districts in the Province of Tete of Mozambique.",NA,NA,,
Sample survey data [ssd],NA,"- households
- children between 36 and 59 months old
- children aged between 0 and 35 months old","Households located in eligible communities with at least a child between 36 and 59 months old and households located in eligible communities with at least a child between 0 and 35 months old and no other children between 36 and 59 months. 

Eligible communities are identified to meet the criteria for implementation of the program:
- The community is located in a rural area;
- The community already has a primary school;
- The community has more than 30 children in the age range of 3-5 years old;
- There was no other education program for children 3-5 years old in the community in the past 5 years.",NA,,
Sample survey data [ssd],NA,#NAME?,"500 primary health care facilities originally selected for Phase 1 of the SURE-P MCH project; 1,285 midwives enrolled (in 2013/14) in an experiment to test the effectiveness of different form of incentives (monetary; non-monetary; combined) on midwife attrition.",Yes,Household health,Household health survey
Sample survey data [ssd],NA,Stakeholders of the World Bank Group in Nigeria.,NA,No,Relevant only to World Bank,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,"La investigación está dirigida a la población de 14 años y más de edad que reside habitualmente en viviendas particulares, excluyendo a la población que reside en viviendas colectivas y en comunidades indígenas.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"household, individual","Household - all sample households
Individual - persons aged 15 years and older from different educational and cultural backgrounds",NA,,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],Ménages et individus.,L'enquête couvre l'ensemble des ménages du territoire national.,NA,,
Sample survey data [ssd],NA,"Individuals, households, and schools.","Primary school and Daara teachers, students, and caretakers of students.",No,irrelevant topic,
Sample survey data [ssd],NA,#NAME?,NA,NA,,
Sample survey data [ssd],Other Household Survey,Households and individual household members,"The universe for the survey consists of smallholder households defined as households with the following criteria: 
1) Household with up to 5 hectares OR farmers who have less than 50 heads of cattle, 100 goats/sheep/pigs, or 1,000 chickens; AND
2) Agriculture provides a meaningful contribution to the household livelihood, income, or consumption.",NA,,
Sample survey data [ssd],NA,#NAME?,NA,No,irrelevant topic,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],#NAME?,"The survey was based on the household population and excluded the population in institutions, refugee camps, forest reserves, police and army barracks, and other special areas.",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],"Household 
Individual
Household based enterprises",The survey targeted households with enterprise and non-household enterprise identified within the enumeration areas. These were  identified during a listing operation undertaken prior to the start of the survey.,NA,,
Sample survey data [ssd],NA,"The Uganda Private School Impact Evaluation describes: Individuals (Students, Teachers and Head Teachers)","All public secondary schools with more than 80 students per class in Uganda.  From this list the following schools were dropped: 

(i) schools already adopting Double Shift; 

(ii) boarding schools; 

(iii) hard to reach schools; and 

(iv) schools in Karamoja where security issues were present.",No,Impact evaluation,
Sample survey data [ssd],Other Household Survey [hh/oth],Individual,"Citizens age 18 years or older, excluding institutions",NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],Individuals,Four of Rhino Camp’s 14 villages: two unlit (Katiku and Siripi) and two lit (Ocea and Odobu).,No,irrelevant topic,
Sample survey data [ssd],Other Household Survey [hh/oth],Households,Households in Karamoja region.,NA,,
Sample survey data [ssd],Other Household Survey [hh/oth],#NAME?,Residentes en viviendas particulares o colectivas que constituyen uno o más hogares particulares en todo el territorio nacional.,NA,,
Sample survey data [ssd],Other Household Survey,KNOMAD-ILO Migration Costs Surveys (KNOMAD-ILO MCS) have the following unit of analysis: individuals,"Surveys of migrants from the following corridors are included:
• India-Saudi Arabia
• Philippines to Saudi Arabia
• Nepal to Malaysia, Qatar and Saudi Arabia
• Kyrgyzstan, Tajikistan, Uzbekistan to Russia
• West African countries to Italy",No,irrelevant topic,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"The unit of analysis describes:

- Schools

-  Students

-  Parents

-  Teachers","All students enrolled in the grade that represents four years of schooling counting from the first year of ISCED Level 1, providing the mean age at the time of testing is at least 9.5 years.

All students enrolled in the target grade, regardless of their age, belong to the international target population and should be eligible to participate in PIRLS. Because students are sampled in two stages, first by randomly selecting a school and then randomly selecting a class from within the school, it is necessary to identify all schools in which eligible students are enrolled. Essentially, eligible schools for PIRLS are those that have any students enrolled in the target grade, regardless of type of school.",No,irrelevant topic,
Sample survey data [ssd],NA,Stakeholders of the World Bank Group in Botswana,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society in Botswana.",No,opinion survey,
Sample survey data [ssd],NA,Stakeholders of the World Bank Group in Comoros.,"Opinion leaders from national and local governments, multilateral/bilateral agencies, media, academia, the private sector, and civil society.",No,opinion survey,
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"Unit analisis terkecil yang digunakan pada kegiatan ini,adalah rumah tangga",Survei Sosial Ekonomi Nasional  2016 Maret (Modul) mencakup 300.000 rumah tangga sampel yang tersebar di 34 provinsi dan 511 kabupaten/kota di Indonesia,Yes,Household income/expenditure survey,Household income/expenditure survey
Sample survey data [ssd],Socio-Economic/Monitoring Survey [hh/sems],"Unit analisis terkecil yang digunakan pada kegiatan ini, adalah rumah tangga.",Pelaksanaan Susenas Maret 2016 mencakup 300.000 rumah tangga sampel yang tersebar di 34 provinsi dan 511 kabupaten/kota di Indonesia.,Yes,Household income/expenditure survey,Household income/expenditure survey
