country,iso3c,year,status,instrument_name,instrument_type,source
Iceland,ISL,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Iceland,ISL,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Iceland,ISL,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Iceland,ISL,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Israel,ISR,2017,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Italy,ITA,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Italy,ITA,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Italy,ITA,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Italy,ITA,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Jamaica,JAM,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Jamaica,JAM,2011,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Jamaica,JAM,2015,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Jersey,JEY,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Jordan,JOR,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Jordan,JOR,2015,completed,"Good Growth Plan, 2014-2015",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Jordan,JOR,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Jordan,JOR,2015,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Jordan,JOR,2017,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Jordan,JOR,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Jordan,JOR,2017,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Jordan,JOR,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Japan,JPN,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Japan,JPN,2015,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Japan,JPN,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Japan,JPN,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Japan,JPN,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Japan,JPN,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Kazakhstan,KAZ,2011,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Kazakhstan,KAZ,2015,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Kazakhstan,KAZ,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Kenya,KEN,2010,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Kenya,KEN,2014,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Kenya,KEN,2015,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Kenya,KEN,2016,completed,Hunger Safety Net Programme Survey 2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Kenya,KEN,2017,completed,"Decent Work Study in Agriculture - Pilot Survey, 2017",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Kenya,KEN,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Kenya,KEN,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Kenya,KEN,2019,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Kenya,KEN,2020,completed,"COVID-19 Rapid Response Phone Survey, 2020",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Kenya,KEN,2020,completed,"COVID-19 Rapid Response Phone Survey Households 2020-2021, Panel",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Kenya,KEN,2020,Ongoing,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Kyrgyzstan,KGZ,2010,Completed,"Time Use Survey 2010, 2015",Time Use Survey,https://unstats.un.org/unsd/gender/timeuse and manual ODW check of NSO websites
Kyrgyzstan,KGZ,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Kyrgyzstan,KGZ,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Kyrgyzstan,KGZ,2015,Completed,"Time Use Survey 2010, 2015",Time Use Survey,https://unstats.un.org/unsd/gender/timeuse and manual ODW check of NSO websites
Kyrgyzstan,KGZ,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Kyrgyzstan,KGZ,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Cambodia,KHM,2010,completed,Cambodia Socio-Economic Survey 2010,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Cambodia,KHM,2010,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Cambodia,KHM,2011,completed,Cambodia Socio-Economic Survey 2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Cambodia,KHM,2012,completed,Cambodia Socio-Economic Survey 2012,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Cambodia,KHM,2013,completed,Cambodia Socio-Economic Survey 2013,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Cambodia,KHM,2013,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Cambodia,KHM,2014,completed,Cambodia Socio-Economic Survey 2014,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Cambodia,KHM,2014,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Cambodia,KHM,2019,completed,Cambodia Inter-Censal Agriculture Survey 2019,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Cambodia,KHM,2019,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Cambodia,KHM,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Cambodia,KHM,2020,completed,"COVID-19 High Frequency Phone Survey of Households 2020, IDPoor",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Cambodia,KHM,2020,completed,"COVID-19 High Frequency Phone Survey of Households 2020-2021, Living Standards Measurement Study Plus",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Kiribati,KIR,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Kiribati,KIR,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Kiribati,KIR,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Kiribati,KIR,2020,completed,Household Income and Expenditure Survey 2019,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Kiribati,KIR,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
St. Kitts & Nevis,KNA,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
South Korea,KOR,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
South Korea,KOR,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
South Korea,KOR,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
South Korea,KOR,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
South Korea,KOR,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Kuwait,KWT,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Kuwait,KWT,2016,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Kuwait,KWT,2017,Completed,Official estimate,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Laos,LAO,2011,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Laos,LAO,2012,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Laos,LAO,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Laos,LAO,2017,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Laos,LAO,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Laos,LAO,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Lebanon,LBN,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Lebanon,LBN,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Liberia,LBR,2010,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Liberia,LBR,2011,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Liberia,LBR,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Liberia,LBR,2014,completed,Household Income and Expenditure Survey 2014-2015,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Liberia,LBR,2014,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Liberia,LBR,2016,completed,Household Income and Expenditure Survey 2016,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Liberia,LBR,2016,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Liberia,LBR,2017,completed,Household Income and Expenditure Survey 2016-2017,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Liberia,LBR,2018,completed,National Household Forest Survey 2018-2019,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Liberia,LBR,2019,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Libya,LBY,2012,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
St. Lucia,LCA,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
St. Lucia,LCA,2012,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
St. Lucia,LCA,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Liechtenstein,LIE,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Liechtenstein,LIE,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Liechtenstein,LIE,2017,Completed,Population register,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Sri Lanka,LKA,2012,completed,"Livelihoods, Basic Services, Social Protection and Perceptions of the State in Conflict-affected Situations Household Survey 2012",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Sri Lanka,LKA,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Sri Lanka,LKA,2014,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Sri Lanka,LKA,2016,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Sri Lanka,LKA,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Lesotho,LSO,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Lesotho,LSO,2013,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Lesotho,LSO,2014,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Lesotho,LSO,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Lesotho,LSO,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Lithuania,LTU,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Lithuania,LTU,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Lithuania,LTU,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Lithuania,LTU,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Lithuania,LTU,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Luxembourg,LUX,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Luxembourg,LUX,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Luxembourg,LUX,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Luxembourg,LUX,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Luxembourg,LUX,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Latvia,LVA,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Latvia,LVA,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Latvia,LVA,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Latvia,LVA,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Macau SAR China,MAC,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Macau SAR China,MAC,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Saint Martin (French part),MAF,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Morocco,MAR,2014,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Morocco,MAR,2016,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Morocco,MAR,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Morocco,MAR,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Monaco,MCO,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Moldova,MDA,2011,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Moldova,MDA,2012,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Moldova,MDA,2014,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Moldova,MDA,2015,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Madagascar,MDG,2011,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Madagascar,MDG,2013,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Madagascar,MDG,2015,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Madagascar,MDG,2016,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Madagascar,MDG,2018,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Madagascar,MDG,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Madagascar,MDG,2018,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Madagascar,MDG,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Maldives,MDV,2014,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Maldives,MDV,2016,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Mexico,MEX,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Mexico,MEX,2012,completed,National Agricultural Survey 2012,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Mexico,MEX,2014,completed,National Agricultural Survey 2014,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Mexico,MEX,2015,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Mexico,MEX,2017,completed,National Agricultural Survey 2017,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Mexico,MEX,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Mexico,MEX,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Marshall Islands,MHL,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Macedonia,MKD,2011,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Macedonia,MKD,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Macedonia,MKD,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Macedonia,MKD,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Mali,MLI,2010,Completed,OTH,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Mali,MLI,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Mali,MLI,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Mali,MLI,2014,completed,Integrated Agricultural Survey 2014,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Mali,MLI,2014,completed,Enquête Agricole de Conjoncture Intégrée 2014,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Mali,MLI,2014,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Mali,MLI,2015,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Mali,MLI,2015,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Mali,MLI,2017,completed,Enquête Agricole de Conjoncture Intégrée aux Conditions de Vie des Ménages 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Mali,MLI,2018,completed,Integrated Agricultural Survey 2017-2018,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Mali,MLI,2018,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Mali,MLI,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Mali,MLI,2020,completed,"COVID-19 Panel Phone Survey of Households, 2020",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Mali,MLI,2020,completed,COVID-19 Panel Phone Survey of Households 2020,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malta,MLT,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Malta,MLT,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Malta,MLT,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Malta,MLT,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Myanmar (Burma),MMR,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Myanmar (Burma),MMR,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Myanmar (Burma),MMR,2014,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Myanmar (Burma),MMR,2015,completed,Poverty and Living Conditions Survey  2014-2015,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Myanmar (Burma),MMR,2016,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Myanmar (Burma),MMR,2020,completed,COVID-19 High Frequency Phone Survey 2020-2021,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Myanmar (Burma),MMR,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Montenegro,MNE,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Montenegro,MNE,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Montenegro,MNE,2013,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Montenegro,MNE,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Montenegro,MNE,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Montenegro,MNE,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Mongolia,MNG,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Mongolia,MNG,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Mongolia,MNG,2011,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Mongolia,MNG,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Mongolia,MNG,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Mongolia,MNG,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Mongolia,MNG,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Northern Mariana Islands,MNP,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Northern Mariana Islands,MNP,2018,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Northern Mariana Islands,MNP,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Mozambique,MOZ,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Mozambique,MOZ,2011,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Mozambique,MOZ,2015,completed,"Smallholder Household Survey - CGAP, 2015",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Mozambique,MOZ,2015,completed,CGAP Financial Diaries with Smallholder Households 2014-2015,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Mozambique,MOZ,2015,Completed,AIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Mozambique,MOZ,2017,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Mozambique,MOZ,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Mozambique,MOZ,2018,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Mauritania,MRT,2011,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Mauritania,MRT,2013,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Mauritania,MRT,2015,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Mauritania,MRT,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Mauritania,MRT,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Mauritania,MRT,2020,Ongoing,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Montserrat,MSR,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Montserrat,MSR,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Martinique,MTQ,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Martinique,MTQ,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Martinique,MTQ,2016,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Martinique,MTQ,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Mauritius,MUS,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Mauritius,MUS,2014,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Mauritius,MUS,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Malawi,MWI,2010,completed,"Biometric and Financial Innovations in Rural Malawi, 2009-2010",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Malawi,MWI,2010,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Malawi,MWI,2011,completed,Integrated Household Living Conditions Survey 2010-2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Malawi,MWI,2011,completed,Third Integrated Household Survey 2010-2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Malawi,MWI,2011,completed,Conservation Agriculture 2009-2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Malawi,MWI,2011,completed,Integrated Household Living Conditions Survey 2010-2011 ; Subset for Machine Learning Comparative Assessment Project,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2011,completed,Third Integrated Household Survey 2010-2011,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2011,Completed,Time use module in 3rd Malawi Integrated Household Survey (IHS3),Time Use Survey,https://unstats.un.org/unsd/gender/timeuse and manual ODW check of NSO websites
Malawi,MWI,2012,completed,"Rural Livelihood Survey 2012-2013, Round 1",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Malawi,MWI,2012,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Malawi,MWI,2013,completed,Integrated Household Panel Survey 2010-2013 (Short-Term Panel),Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
