"","idno","formid","form_model","title","nation","year_start","year_end","repositoryid","created","changed","varcount","total_views","authoring_entity","total_downloads","rank","type","id","url","link_da","thumbnail","iso3c","status","source","study_type","meta_data_field","year"
"2093","SLV_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","El Salvador",2017,2017,"central","2019-12-05T22:39:03+00:00","2019-12-05T22:39:03+00:00",23,917,"FAO Statistics Division",48,1,"survey",8455,"https://catalog.ihsn.org/catalog/8455",NA,NA,"SLV","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2094","EST_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Estonia",2017,2017,"central","2019-03-29T23:35:51+00:00","2019-03-29T23:35:51+00:00",102,622,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7902,"https://catalog.ihsn.org/catalog/7902",NA,NA,"EST","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2095","EST_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Estonia",2017,2017,"central","2019-12-05T22:19:32+00:00","2019-12-05T22:19:32+00:00",23,445,"FAO Statistics Division",39,1,"survey",8150,"https://catalog.ihsn.org/catalog/8150",NA,NA,"EST","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2096","ETH_2017_SPS_v01_M",5,"remote","Skills Profile Survey 2017, A Refugee and Host Community Survey","Ethiopia",2017,2017,"central","2019-12-05T22:19:36+00:00","2019-12-05T22:19:36+00:00",1812,3383,"Utz Johann Pape (IBRD - World Bank)",102,1,"survey",8152,"https://catalog.ihsn.org/catalog/8152",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog","Other Household Survey","Study Type","2017"
"2097","ETH_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Ethiopia",2017,2017,"central","2019-03-29T23:35:52+00:00","2019-03-29T23:35:52+00:00",103,769,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7905,"https://catalog.ihsn.org/catalog/7905",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2098","ETH_2017_LPMBS_v01_M",5,"remote","Livelihoods Programme Monitoring Beneficiary Survey in 2017","Ethiopia",2017,2017,"central","2021-10-14T18:14:45+00:00","2021-10-14T18:14:45+00:00",89,174,"United Nations High Commissioner for Refugees",0,1,"survey",9679,"https://catalog.ihsn.org/catalog/9679",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2099","ETH_2017_KAP-PUG2_v01_M",5,"remote","WASH KAP and Coverage Survey in Refugee Sites – Gambella Region Pugnido II, 2017","Ethiopia",2017,2017,"central","2021-10-14T18:14:42+00:00","2021-10-14T18:14:42+00:00",145,79,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9676,"https://catalog.ihsn.org/catalog/9676",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2100","ETH_2017_KAP-ADI_v01_M",5,"remote","WASH KAP and Coverage Survey in Refugee Sites – Shire Region Adi-Harush Camp, 2017","Ethiopia",2017,2017,"central","2021-10-14T18:14:36+00:00","2021-10-14T18:14:36+00:00",129,78,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9671,"https://catalog.ihsn.org/catalog/9671",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2101","ETH_2017_KAP-PUG1_v01_M",5,"remote","WASH KAP and Coverage Survey in Refugee Sites – Gambella Region Pugnido I, 2017","Ethiopia",2017,2017,"central","2021-10-14T18:14:41+00:00","2021-10-14T18:14:41+00:00",145,78,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9675,"https://catalog.ihsn.org/catalog/9675",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2102","ETH_2017_KAP-TIE_v01_M",5,"remote","WASH KAP and Coverage Survey in Refugee Sites – Gambella Region Tierkidi, 2017","Ethiopia",2017,2017,"central","2021-10-14T18:14:44+00:00","2021-10-14T18:14:44+00:00",145,75,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9678,"https://catalog.ihsn.org/catalog/9678",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2103","ETH_2017_KAP-HIT_v01_M",5,"remote","WASH KAP and Coverage Survey in Refugee Sites – Shire Region Hitsats Camp, 2017","Ethiopia",2017,2017,"central","2021-10-14T18:14:37+00:00","2021-10-14T18:14:37+00:00",129,72,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9672,"https://catalog.ihsn.org/catalog/9672",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2104","ETH_2017_KAP-MAY_v01_M",5,"remote","WASH KAP and Coverage Survey in Refugee Sites – Shire Region May-Aini Camp, 2017","Ethiopia",2017,2017,"central","2021-10-14T18:14:40+00:00","2021-10-14T18:14:40+00:00",129,72,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9674,"https://catalog.ihsn.org/catalog/9674",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2105","ETH_2017_KAP-SHI_v01_M",5,"remote","WASH KAP and Coverage Survey in Refugee Sites – Shire Region Shimelba Camp, 2017","Ethiopia",2017,2017,"central","2021-10-14T18:14:43+00:00","2021-10-14T18:14:43+00:00",129,71,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9677,"https://catalog.ihsn.org/catalog/9677",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2106","ETH_2017_KAP-KUL_v01_M",5,"remote","WASH KAP and Coverage Survey in Refugee Sites – Gambella Region Kule, 2017","Ethiopia",2017,2017,"central","2021-10-14T18:14:39+00:00","2021-10-14T18:14:39+00:00",145,70,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9673,"https://catalog.ihsn.org/catalog/9673",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2107","ETH_2017_DPHS_v01_M",5,"remote","Disaster Poverty Household Survey 2017, Addis Ababa and Dire Dawa","Ethiopia",2017,2017,"central","2022-07-07T12:29:10+00:00","2022-07-07T12:38:53+00:00",1061,20,"Alvina Erman, Silvia Malgioglio, Nobuo Yoshida, Stephane Hallegatte",2,1,"survey",10348,"https://catalog.ihsn.org/catalog/10348",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2108","ETH_2017_SENS_v01_M",5,"remote","Standardized Expanded Nutrition Survey September 2017, Refugee Camps: Aysaita and Berhale (Afar Region)","Ethiopia",2017,2017,"central","2022-12-01T22:43:22+00:00","2022-12-01T22:43:22+00:00",0,0,"UNHCR, ARRA, WFP, GOAL",0,1,"survey",10598,"https://catalog.ihsn.org/catalog/10598","https://microdata.unhcr.org/index.php/catalog/212",NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2109","ETH_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Ethiopia",2017,2017,"central","2023-01-20T15:55:55+00:00","2023-01-20T15:55:55+00:00",0,0,"FAO Statistics Division",0,1,"survey",10942,"https://catalog.ihsn.org/catalog/10942","https://microdata.fao.org/index.php/catalog/1167",NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2110","RUS_2017_LFS_v01_M",6,"data_na","Labor Force Survey 2017","Russian Federation",2017,2017,"central","2019-03-29T23:42:52+00:00","2019-03-29T23:42:52+00:00",77,766,"Federal State Statistics Service (Rosstat)",0,1,"survey",7990,"https://catalog.ihsn.org/catalog/7990",NA,NA,"RUS","Completed","https://catalog.ihsn.org/catalog","Labor Force Survey [hh/lfs]","Study Type","2017"
"2111","RUS_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Russian Federation",2017,2017,"central","2019-03-29T23:34:33+00:00","2019-03-29T23:34:33+00:00",102,657,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7841,"https://catalog.ihsn.org/catalog/7841",NA,NA,"RUS","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2112","FIN_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Finland",2017,2017,"central","2019-03-29T23:35:52+00:00","2019-03-29T23:35:52+00:00",81,647,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7904,"https://catalog.ihsn.org/catalog/7904",NA,NA,"FIN","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2113","FIN_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Finland",2017,2017,"central","2019-12-05T22:19:44+00:00","2019-12-05T22:19:44+00:00",23,443,"FAO Statistics Division",25,1,"survey",8157,"https://catalog.ihsn.org/catalog/8157",NA,NA,"FIN","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2114","FRA_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","France",2017,2017,"central","2019-03-29T23:35:54+00:00","2019-03-29T23:35:54+00:00",81,862,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7907,"https://catalog.ihsn.org/catalog/7907",NA,NA,"FRA","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2115","FRA_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","France",2017,2017,"central","2019-12-05T22:19:48+00:00","2019-12-05T22:19:48+00:00",23,508,"FAO Statistics Division",40,1,"survey",8162,"https://catalog.ihsn.org/catalog/8162",NA,NA,"FRA","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2116","MKD_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Macedonia, FYR",2017,2017,"central","2019-03-29T23:35:11+00:00","2019-03-29T23:35:11+00:00",102,852,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7869,"https://catalog.ihsn.org/catalog/7869",NA,NA,"MKD","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2117","GAB_2017_EGEP-II_v02_M",6,"data_na","Enquête Gabonaise pour l'Evaluation et le Suivi de la Pauvreté 2017","Gabon",2017,2017,"central","2019-03-29T23:34:10+00:00","2019-03-29T23:34:10+00:00",3279,12555,"Direction Générale de la Statistique et des Etudes Economiques",0,1,"survey",7826,"https://catalog.ihsn.org/catalog/7826",NA,NA,"GAB","Completed","https://catalog.ihsn.org/catalog","Core Welfare Indicators Questionnaire [hh/cwiq]","Study Type","2017"
"2118","GAB_2017_AFB-R7_v01_M",5,"remote","Afrobarometer Survey 2017, Round 7","Gabon",2017,2017,"central","2021-04-17T01:26:30+00:00","2021-04-17T01:26:30+00:00",341,1338,"Ghana Centre for Democratic Development (CDD), Institute for Justice and Reconciliation in South Africa (IJR), Institute for Empirical Research in Political Economy (IREEP), Institute for Development Studies (IDS), Michigan State University (MSU), University of Cape Town (UCT, South Africa)",41,1,"survey",9598,"https://catalog.ihsn.org/catalog/9598",NA,NA,"GAB","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2119","GAB_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Gabon",2017,2017,"central","2019-03-29T23:35:53+00:00","2019-03-29T23:35:53+00:00",103,662,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7906,"https://catalog.ihsn.org/catalog/7906",NA,NA,"GAB","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2120","GMB_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Gambia, The",2017,2017,"central","2019-12-05T22:20:19+00:00","2019-12-05T22:20:19+00:00",23,650,"FAO Statistics Division",47,1,"survey",8186,"https://catalog.ihsn.org/catalog/8186",NA,NA,"GMB","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2121","GMB_2017_GTS_v01_M",5,"remote","Tobacco Survey 2017","Gambia, The",2017,2017,"central","2021-01-16T02:20:11+00:00","2021-01-16T02:20:11+00:00",111,303,"Economics of Tobacco Control Project, Gambia Bureau of Statistics",0,1,"survey",8633,"https://catalog.ihsn.org/catalog/8633",NA,NA,"GMB","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2122","GEO_2017_LFS_v01_M",6,"data_na","Labor Force Survey 2017","Georgia",2017,2017,"central","2019-03-29T23:42:48+00:00","2019-03-29T23:42:48+00:00",169,1618,"National Statistics Office of Georgia",0,1,"survey",7988,"https://catalog.ihsn.org/catalog/7988",NA,NA,"GEO","Completed","https://catalog.ihsn.org/catalog","Labor Force Survey [hh/lfs]","Study Type","2017"
"2123","GEO_2017_HIS_v01_M",5,"remote","Household Integrated Survey 2017","Georgia",2017,2017,"central","2021-01-16T02:25:10+00:00","2021-01-16T02:25:10+00:00",452,851,"The State Department for Statistics of Georgia",41,1,"survey",8764,"https://catalog.ihsn.org/catalog/8764",NA,NA,"GEO","Completed","https://catalog.ihsn.org/catalog","Income/Expenditure/Household Survey [hh/ies]","Study Type","2017"
"2124","GEO_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Georgia",2017,2017,"central","2019-03-29T23:35:55+00:00","2019-03-29T23:35:55+00:00",103,834,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7908,"https://catalog.ihsn.org/catalog/7908",NA,NA,"GEO","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2125","GEO_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Georgia",2017,2017,"central","2019-12-05T22:19:54+00:00","2019-12-05T22:19:54+00:00",23,537,"FAO Statistics Division",39,1,"survey",8173,"https://catalog.ihsn.org/catalog/8173",NA,NA,"GEO","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2126","DEU_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Germany",2017,2017,"central","2019-03-29T23:35:45+00:00","2019-03-29T23:35:45+00:00",81,710,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7897,"https://catalog.ihsn.org/catalog/7897",NA,NA,"DEU","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2127","DEU_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Germany",2017,2017,"central","2019-12-05T16:02:56+00:00","2019-12-05T20:11:54+00:00",23,471,"FAO Statistics Division",26,1,"survey",8060,"https://catalog.ihsn.org/catalog/8060",NA,NA,"DEU","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2128","GHA_2017_MHS_v01_M",5,"remote","Maternal Health Survey 2017","Ghana",2017,2017,"afr","2018-09-19T20:10:40+00:00","2018-09-19T20:10:40+00:00",1074,2513,"Ghana Statistical Service (GSS), Ghana Health Service (GHS)",135,1,"survey",7630,"https://catalog.ihsn.org/catalog/7630",NA,NA,"GHA","Completed","https://catalog.ihsn.org/catalog","Demographic and Health Survey, Special [hh/dhs-sp]","Study Type","2017"
"2129","GHA_2017_MICS_v01_M",5,"remote","Multiple Indicator Cluster Survey 2017-2018, Round 6","Ghana",2017,2017,"central","2022-02-08T19:40:21+00:00","2022-02-08T19:40:22+00:00",1967,2035,"Bureau of Statistics",0,1,"survey",10022,"https://catalog.ihsn.org/catalog/10022",NA,NA,"GHA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2130","GHA_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Ghana",2017,2017,"central","2019-03-29T23:35:56+00:00","2019-03-29T23:35:56+00:00",103,922,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7911,"https://catalog.ihsn.org/catalog/7911",NA,NA,"GHA","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2131","GHA_2017_LPMBS_v01_M",5,"remote","Livelihoods Programme Monitoring Beneficiary Survey in 2017","Ghana",2017,2017,"central","2021-10-14T18:15:00+00:00","2021-10-14T18:15:00+00:00",89,227,"United Nations High Commissioner for Refugees",0,1,"survey",9683,"https://catalog.ihsn.org/catalog/9683",NA,NA,"GHA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2132","GHA_2017_DPHS_v01_M",6,"data_na","Disaster Poverty Household Survey 2017, Accra","Ghana",2017,2017,"central","2023-05-31T15:17:40+00:00","2023-05-31T15:17:42+00:00",852,0,"Alvina Erman, Silvia Malgioglio, Nobuo Yoshida, Stephane Hallegatte",0,1,"survey",11324,"https://catalog.ihsn.org/catalog/11324",NA,NA,"GHA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2133","GRC_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Greece",2017,2017,"central","2019-03-29T23:35:58+00:00","2019-03-29T23:35:58+00:00",102,1021,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7913,"https://catalog.ihsn.org/catalog/7913",NA,NA,"GRC","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2134","GRC_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Greece",2017,2017,"central","2019-12-05T22:20:34+00:00","2019-12-05T22:20:34+00:00",23,472,"FAO Statistics Division",49,1,"survey",8195,"https://catalog.ihsn.org/catalog/8195",NA,NA,"GRC","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2135","GTM_2017_ES_v01_M",5,"remote","Enterprise Survey 2017","Guatemala",2017,2018,"central","2019-03-29T23:37:18+00:00","2019-03-29T23:37:18+00:00",327,1343,"World Bank",0,1,"survey",7953,"https://catalog.ihsn.org/catalog/7953",NA,NA,"GTM","Completed","https://catalog.ihsn.org/catalog","Enterprise Survey [en/oth]","Study Type","2017/18"
"2136","GTM_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Guatemala",2017,2017,"central","2019-03-29T23:35:57+00:00","2019-03-29T23:35:57+00:00",103,861,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7912,"https://catalog.ihsn.org/catalog/7912",NA,NA,"GTM","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2137","GTM_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Guatemala",2017,2017,"central","2019-12-05T22:20:37+00:00","2019-12-05T22:20:37+00:00",23,536,"FAO Statistics Division",39,1,"survey",8201,"https://catalog.ihsn.org/catalog/8201",NA,NA,"GTM","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2138","PNG_2017_WBCS_v01_M",5,"remote","World Bank Group Country Survey 2017","Papua New Guinea",2017,2017,"COS","2018-09-19T20:01:25+00:00","2018-09-19T20:01:25+00:00",335,1426,"Public Opinion Research Group",67,1,"survey",7466,"https://catalog.ihsn.org/catalog/7466",NA,NA,"PNG","Completed","https://catalog.ihsn.org/catalog","--","Study Type","2017"
"2139","GIN_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Guinea",2017,2017,"central","2019-03-29T23:35:56+00:00","2019-03-29T23:35:56+00:00",103,942,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7910,"https://catalog.ihsn.org/catalog/7910",NA,NA,"GIN","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2140","GIN_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Guinea",2017,2017,"central","2019-12-05T22:20:10+00:00","2019-12-05T22:20:10+00:00",23,478,"FAO Statistics Division",32,1,"survey",8182,"https://catalog.ihsn.org/catalog/8182",NA,NA,"GIN","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2141","GIN_2017_LPMBS_v01_M",5,"remote","Livelihoods Programme Monitoring Beneficiary Survey in 2017","Guinea",2017,2017,"central","2021-10-14T18:15:05+00:00","2021-10-14T18:15:05+00:00",89,193,"United Nations High Commissioner for Refugees",0,1,"survey",9686,"https://catalog.ihsn.org/catalog/9686",NA,NA,"GIN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2142","HTI_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Haiti",2017,2017,"central","2019-03-29T23:36:01+00:00","2019-03-29T23:36:01+00:00",103,881,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7916,"https://catalog.ihsn.org/catalog/7916",NA,NA,"HTI","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2143","HTI_2017_SPA_v01_M",5,"remote","Évaluation de la Prestation des Services de Soins de Santé 2017-2018","Haiti",2017,2018,"central","2019-12-05T22:21:30+00:00","2019-12-05T22:21:30+00:00",0,598,"Institut Haïtien de l’Enfance (IHE)",48,1,"survey",8215,"https://catalog.ihsn.org/catalog/8215",NA,NA,"HTI","Completed","https://catalog.ihsn.org/catalog","Demographic and Health Survey, Special - Service Provision Assessment","Study Type","2017/18"
"2144","HND_2017_MTF_v01_M",5,"remote","Multi-Tier Energy Access Tracking Framework Global Survey 2017","Honduras",2017,2017,"central","2021-01-16T02:51:22+00:00","2021-01-16T02:51:22+00:00",1151,968,"Energy Sector Management Assistance Program (ESMAP)",57,1,"survey",9283,"https://catalog.ihsn.org/catalog/9283",NA,NA,"HND","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2145","HND_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Honduras",2017,2017,"central","2019-03-29T23:35:59+00:00","2019-03-29T23:35:59+00:00",103,914,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7914,"https://catalog.ihsn.org/catalog/7914",NA,NA,"HND","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2146","HND_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Honduras",2017,2017,"central","2019-12-05T22:20:42+00:00","2019-12-05T22:20:42+00:00",23,445,"FAO Statistics Division",37,1,"survey",8207,"https://catalog.ihsn.org/catalog/8207",NA,NA,"HND","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2147","HUN_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Hungary",2017,2017,"central","2019-03-29T23:36:03+00:00","2019-03-29T23:36:03+00:00",102,946,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7919,"https://catalog.ihsn.org/catalog/7919",NA,NA,"HUN","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2148","HUN_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Hungary",2017,2017,"central","2019-12-05T22:21:34+00:00","2019-12-05T22:21:34+00:00",23,747,"FAO Statistics Division",38,1,"survey",8220,"https://catalog.ihsn.org/catalog/8220",NA,NA,"HUN","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2149","ISL_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Iceland",2017,2017,"central","2019-12-05T22:22:38+00:00","2019-12-05T22:22:38+00:00",23,704,"FAO Statistics Division",39,1,"survey",8240,"https://catalog.ihsn.org/catalog/8240",NA,NA,"ISL","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2017"
"2150","IND_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","India",2017,2017,"central","2019-03-29T23:36:04+00:00","2019-03-29T23:36:04+00:00",103,1004,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7921,"https://catalog.ihsn.org/catalog/7921",NA,NA,"IND","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2151","IDN_2017_DHS_v01_M",5,"remote","Demographic and Health Survey 2017","Indonesia",2017,2017,"central","2019-12-05T22:22:03+00:00","2019-12-05T22:22:03+00:00",2732,11618,"National Population and Family Planning Board (BKKBN), Statistics Indonesia (BPS), Ministry of Health (Kemenkes)",120,1,"survey",8226,"https://catalog.ihsn.org/catalog/8226",NA,NA,"IDN","Completed","https://catalog.ihsn.org/catalog","Demographic and Health Survey (Standard) - DHS VII","Study Type","2017"
"2152","IDN_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Indonesia",2017,2017,"central","2019-03-29T23:36:02+00:00","2019-03-29T23:36:02+00:00",103,775,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7918,"https://catalog.ihsn.org/catalog/7918",NA,NA,"IDN","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2153","IDN_2017-2019_MCC-GPCGP_v01_M",5,"remote","Green Prosperity: Cocoa Grant Portfolio 2017-2019, Independent Performance Evaluation","Indonesia",2017,2019,"central","2021-01-19T01:51:37+00:00","2021-01-19T01:51:37+00:00",0,196,"Social Impact",18,1,"survey",9432,"https://catalog.ihsn.org/catalog/9432",NA,NA,"IDN","Completed","https://catalog.ihsn.org/catalog","Sample survey data [ssd]","Data Kind","2017-2019"
"2154","IRN_2017_FINDEX_v02_M",5,"remote","Global Financial Inclusion (Global Findex) Database 2017","Iran, Islamic Rep.",2017,2017,"central","2019-03-29T23:36:05+00:00","2019-03-29T23:36:05+00:00",82,717,"Development Research Group, Finance and Private Sector Development Unit",0,1,"survey",7923,"https://catalog.ihsn.org/catalog/7923",NA,NA,"IRN","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2017"
"2155","IRN_2017_HEIS_v02_M",6,"data_na","Household Income and Expenditure Survey 2017","Iran, Islamic Rep.",2017,2017,"central","2022-07-05T18:46:13+00:00","2022-07-05T18:46:13+00:00",414,9,"Statistical Center of Iran",0,1,"survey",10338,"https://catalog.ihsn.org/catalog/10338",NA,NA,"IRN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
"2156","IRN_2017_FIES_v01_M_v01_A_OCS",5,"remote","Food Insecurity Experience Scale 2017","Iran, Islamic Rep.",2017,2017,"central","2023-01-18T17:03:32+00:00","2023-01-18T17:03:32+00:00",0,0,"FAO Statistics Division",0,1,"survey",10916,"https://catalog.ihsn.org/catalog/10916","https://microdata.fao.org/index.php/catalog/1172",NA,"IRN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2017"
